word,valence,arousal
infringement,-4.000000,2.840000
inhumanity,-3.120000,1.320000
insane,-3.000000,2.000000
insensibility,-3.120000,1.320000
insensitiveness,-3.120000,1.320000
insensitivity,-1.333200,-2.182000
inspired,2.160000,1.040000
intense,2.200000,3.240000
intimidation,-4.000000,1.200000
intruder,-2.240000,1.880000
ire,-4.000000,3.560000
irritation,-4.000000,3.560000
jealousy,-2.480000,1.360000
jitters,-4.000000,0.800000
jittery,-3.040000,1.400000
jocundity,3.520000,1.240000
jollification,3.360000,2.240000
jollity,3.520000,1.240000
jolly,4.000000,3.000000
joy,3.520000,1.240000
joyful,1.600000,2.560000
joyfulness,3.520000,1.240000
joyously,0.800000,0.444400
joyousness,3.520000,1.240000
jubilance,3.520000,1.240000
jubilancy,3.520000,1.240000
jubilant,3.520000,1.240000
jubilate,3.520000,1.240000
jubilation,3.520000,1.240000
kidnapped,-3.333200,0.000000
kidnapping,-3.333200,0.000000
kill,-4.000000,0.000000
killed,-2.000000,-1.500000
killer,-3.120000,2.880000
slayer,-3.120000,2.880000
thug,-3.120000,2.880000
cutthroat,-3.120000,2.880000
mortal,-1.333200,-0.888800
deadly,-2.545600,0.000000
fatal,-4.000000,1.090800
lethal,-1.333200,-0.888800
deathly,-2.545600,0.000000
reflect,-0.800000,0.000000
reflected,4.000000,-0.800000
reflecting,2.000000,0.000000
reflection,1.200000,-1.454400
contemplation,1.200000,-1.454400
contemplate,1.200000,-1.454400
meditation,1.200000,-1.454400
meditate,1.200000,-1.454400
introspection,1.200000,-1.454400
carnivore,-3.120000,2.880000
predator,-3.120000,2.880000
predatory,-3.120000,2.880000
rob,-2.000000,0.000000
robbed,-2.000000,0.000000
robbery,-2.545600,1.818000
marauder,-3.120000,2.880000
steal,-2.545600,1.818000
stealing,-2.545600,1.818000
stolen,-2.000000,0.000000
killers,-3.000000,0.400000
killing,-2.857200,0.400000
kindness,2.285600,-0.444400
kiss,3.280000,2.320000
kisses,3.200000,1.333200
lacked,-4.000000,-3.120000
lacking,-4.000000,-3.000000
lake,1.840000,-1.040000
lameness,-3.000000,-2.480000
last,-3.200000,-3.120000
laugh,3.428400,1.818000
laughing,3.440000,2.920000
laughter,3.440000,1.760000
laziness,-3.480000,-3.320000
leprosy,-2.920000,1.280000
lethargy,-1.333200,-2.182000
limitation,-3.000000,-2.480000
limitations,-4.000000,-3.480000
limp,-3.320000,-3.200000
loathing,-3.440000,-1.720000
lone,-4.000000,-2.920000
lonely,-4.000000,-2.920000
lonesome,-1.733200,-2.000000
loser,-4.000000,-3.000000
losers,-4.000000,-3.120000
love,4.000000,2.560000
loved,3.640000,1.400000
lover,4.000000,4.000000
lovers,4.000000,2.280000
lovingness,1.714400,-2.000000
loving,1.714400,-2.000000
low,-2.480000,-2.280000
low_spirits,-1.800000,-2.000000
lucky,3.160000,1.520000
lull,0.000000,-2.680000
lust,2.120000,1.880000
mad,-2.560000,1.760000
magic,2.640000,2.320000
magical,3.400000,3.200000
malice,-3.120000,1.320000
malignity,-3.120000,1.320000
mama,2.666800,0.444400
marvellous,4.000000,2.320000
masochism,-3.120000,1.320000
massacre,-3.360000,1.760000
meaningless,-3.000000,-2.920000
melancholic,-2.480000,-2.280000
melancholy,-2.480000,-2.280000
mercilessness,-3.120000,1.320000
merriment,3.520000,1.240000
merry,4.000000,3.000000
merrymaking,3.360000,2.240000
miffed,-3.040000,1.400000
mild,-0.500000,-3.000000
million,2.000000,0.500000
mirth,3.520000,1.240000
mirthful,4.000000,3.000000
mirthfulness,3.520000,1.240000
miserable,-4.000000,-1.500000
misery,-2.000000,-0.360000
misgiving,-2.680000,0.640000
missed,-3.320000,-2.680000
missing,-4.000000,-3.480000
mistaken,-4.000000,-2.840000
mistake,-4.000000,-2.222400
mistakes,-4.000000,0.571600
misunderstanding,-3.500000,-0.500000
misunderstand,-3.500000,-0.500000
misconceived,-3.500000,-0.500000
mistrust,-2.680000,0.640000
moderate,-0.800000,-1.600000
modest,-0.800000,-3.200000
moodiness,-1.800000,-2.000000
moody,-2.480000,-2.280000
moon,3.120000,-2.680000
moonlight,3.000000,-4.000000
morning,0.500000,-2.000000
moron,-4.000000,-3.200000
morons,-4.000000,-3.000000
mortality,-3.360000,1.760000
mortified,-4.000000,0.000000
mother,2.666800,-0.666800
mothers,3.272800,-0.727200
mother's,2.857200,-1.714400
motionless,0.000000,-2.680000
mournful,-2.480000,-2.280000
mournfulness,-1.800000,-2.000000
mourning,-2.480000,-2.280000
murderer,-3.480000,2.480000
murderousness,-3.120000,1.320000
music,3.520000,2.000000
musical,2.520000,1.520000
musicians,1.320000,3.080000
mutilate,-3.160000,1.400000
nazi,-2.680000,3.120000
nazis,-2.680000,3.320000
nectar,1.920000,-1.120000
negative,-3.500000,0.500000
nervous,-2.000000,2.640000
nervousness,-4.000000,0.800000
neurotic,-1.000000,2.520000
neutral,-0.363600,-1.454400
nightmare,-3.120000,4.000000
marriage,2.666800,1.777600
marriages,2.000000,0.444400
married,3.111200,0.666800
marry,3.428400,1.600000
mars,1.500000,-1.818000
noise,-3.120000,2.240000
nonviolent,3.600000,-1.200000
nowhere,-3.200000,-2.800000
obliterate,-3.520000,1.760000
offence,-3.480000,3.000000
offender,-3.680000,3.000000
offends,-3.440000,4.000000
offense,-3.440000,4.000000
opposition,-3.200000,0.400000
oppression,-1.800000,-2.000000
optimism,2.800000,0.000000
orgasm,3.320000,3.120000
orgy,3.360000,2.240000
outrage,-4.000000,3.560000
overjoy,3.080000,3.080000
overjoyed,3.120000,3.120000
overworked,-3.080000,2.160000
pacific,0.000000,-1.600000
pacify,2.320000,-1.800000
pain,-4.000000,2.280000
painfully,-4.000000,2.320000
panic,-3.000000,2.320000
paradisiacal,0.000000,-2.680000
paradise,2.400000,1.600000
party,2.000000,3.000000
partying,1.720000,3.440000
passion,3.040000,2.280000
passionate,3.560000,2.240000
pastoral,0.000000,-2.680000
pathetic,-4.000000,-1.500000
patient,-1.500000,-0.500000
peace,2.720000,-2.040000
peaceful,3.600000,-1.200000
peace-loving,3.600000,-1.200000
penance,-2.480000,-2.280000
penitence,-2.480000,-2.280000
pensive,-1.500000,-2.000000
peppy,4.000000,3.000000
persecution,-3.120000,1.320000
perturbed,-3.040000,1.400000
pervert,-2.200000,1.280000
pessimistic,-2.480000,-2.280000
philia,0.500000,-3.333200
pillow,2.920000,-2.040000
piss,-1.720000,1.160000
pissed,-2.000000,2.400000
pisses,-1.360000,0.880000
pity,-1.640000,-1.280000
placid,0.000000,-2.680000
placidity,0.000000,-2.680000
bastard,-3.428400,0.888800
bastards,-2.000000,0.333200
motherfucker,-3.428400,0.888800
motherfuckers,-3.428400,0.888800
idiot,-3.428400,0.888800
asshole,-3.428400,0.888800
dumbass,-3.428400,0.888800
fuckup,-3.428400,0.888800
shithead,-3.428400,0.888800
jackass,-3.428400,0.888800
cocksucker,-3.428400,0.888800
dickhead,-3.428400,0.888800
jerk,-3.428400,0.888800
schmuck,-3.428400,0.888800
asswipe,-3.428400,0.888800
asshat,-3.428400,0.888800
planet,0.000000,0.000000
planets,-0.500000,0.000000
plant,1.000000,-1.000000
plants,0.000000,-2.480000
play,2.200000,3.080000
playful,4.000000,3.000000
playing,2.200000,4.000000
plays,1.760000,1.760000
pleasance,3.520000,1.240000
pleased,2.920000,1.080000
pleasing,2.500000,2.000000
pleasurable,2.285600,1.714400
pleasure,3.520000,1.240000
pleasure,2.500000,2.000000
poison,-3.000000,1.040000
polite,0.500000,-3.333200
politely,1.454400,-2.182000
politeness,2.200000,-1.240000
politeness,2.285600,-0.444400
pollute,-3.160000,1.080000
corruption,-2.400000,0.923200
pollution,-2.400000,0.923200
infection,-2.400000,0.923200
poltergeist,-2.222400,-0.400000
positive,2.000000,-0.500000
prejudice,-3.440000,-1.720000
preoccupation,-3.428400,0.666800
presage,-2.680000,0.640000
pretty,2.760000,1.040000
pricking,-4.000000,2.200000
prison,-4.000000,0.000000
prisoners,-4.000000,0.640000
problem,-3.555600,-0.444400
problems,-3.500000,0.000000
profligacy,-2.040000,1.400000
provoking,-3.200000,2.400000
punches,-2.840000,2.280000
pure,2.280000,-2.840000
quarrel,-2.680000,3.440000
quiet,2.000000,-1.720000
quieten,0.000000,-2.680000
rabid,2.000000,3.640000
rabies,-3.240000,1.120000
rage,-3.320000,2.840000
rancor,-3.120000,1.320000
rape,-3.760000,1.800000
rapture,3.080000,3.080000
ravage,-3.360000,1.760000
ravishment,3.080000,3.080000
regret,-2.480000,-2.280000
regretful,-3.500000,-1.333200
regretfully,-3.428400,-1.500000
regretted,-4.000000,-1.142800
rejoice,3.520000,1.240000
rejoicing,3.520000,1.240000
relax,0.800000,-2.800000
relaxation,0.000000,-2.680000
relaxed,2.000000,-2.600000
relaxing,0.800000,-2.800000
remorse,-2.480000,-2.280000
repentance,-2.480000,-2.280000
repugnance,-3.440000,-1.720000
resentment,-4.000000,3.560000
rest,1.320000,-2.160000
restful,0.000000,-2.680000
restlessness,-4.000000,0.800000
revelry,3.360000,2.240000
revenge,-2.880000,1.960000
rhythmic,2.640000,0.320000
rhythms,0.800000,0.400000
riot,-2.040000,1.400000
river,0.640000,-1.360000
rivers,1.320000,-0.480000
riverside,0.560000,-0.560000
roach,-2.640000,1.640000
rollercoaster,3.040000,3.080000
romance,2.200000,1.760000
romancing,2.640000,1.320000
romantic,3.320000,2.600000
rural,0.000000,-2.680000
rush,-2.285600,1.333200
rushed,-1.500000,2.285600
rushing,-2.857200,3.333200
rusty,-1.120000,-1.240000
ruthlessness,-3.120000,1.320000
sad,-2.480000,-2.280000
saddening,-1.800000,-2.000000
sadismstar,-3.120000,1.320000
sadly,-3.000000,-2.280000
sadness,-2.480000,-2.280000
safe,2.520000,-2.840000
sailboat,2.280000,-2.680000
sailing,1.320000,1.600000
saint,0.880000,-2.480000
sands,2.240000,-3.480000
satisfaction,2.200000,-3.000000
satisfactorily,2.280000,-3.320000
satisfactory,2.000000,-1.360000
satisfied,2.840000,-1.360000
satisfy,2.840000,-0.680000
saturday,2.000000,-1.600000
savagery,-3.120000,1.320000
scar,-3.200000,-4.000000
scarcely,-2.680000,-2.560000
scare,-2.200000,1.840000
scared,-2.200000,1.840000
screamed,-2.920000,2.400000
sea,1.840000,-1.000000
seasons,2.840000,-3.320000
soul,3.111200,-2.000000
sound,0.000000,3.200000
secure,2.560000,-1.840000
sedate,-2.400000,-2.400000
sedative,-2.400000,-2.400000
sensible,3.000000,-2.840000
sensitive,2.840000,-2.680000
sensitivity,3.200000,-2.680000
sentiment,2.520000,-3.440000
serene,2.400000,-3.120000
sex,3.120000,2.520000
sexy,3.040000,2.360000
shaky,-3.040000,1.400000
shallow,-2.857200,-3.000000
shambles,-3.360000,1.760000
shame,-4.000000,-1.000000
shamed,-4.000000,0.000000
shining,2.400000,0.666800
shit,-3.200000,0.720000
shitty,-4.000000,1.520000
shivering,-4.000000,2.480000
shock,-3.600000,2.200000
shocked,-3.440000,2.520000
shoot,-3.428400,2.500000
shooting,-4.000000,3.000000
shots,-4.000000,2.000000
shouted,-4.000000,3.000000
shouting,-4.000000,3.560000
shut,-4.000000,-3.440000
shy,-2.000000,-2.285600
shyness,-3.200000,-2.000000
sick,-4.000000,-1.333200
silk,1.920000,-1.280000
sinful,-2.080000,1.280000
sing,3.320000,2.280000
skidoos,-2.680000,2.280000
skijump,2.080000,2.080000
sky,4.000000,-2.000000
slap,-2.040000,1.480000
slaps,-4.000000,2.680000
slaughter,-3.360000,1.760000
slave,-3.160000,1.200000
slay,-3.360000,1.760000
sleep,2.840000,-2.480000
sleeping,2.000000,-2.240000
sleeps,2.240000,-3.600000
slob,-4.000000,-3.440000
slowed,-3.120000,-3.600000
slug,-4.000000,-3.280000
smashed,-4.000000,3.200000
smooth,2.800000,-2.182000
smoothly,2.000000,-2.285600
sober,0.000000,-2.680000
sociable,4.000000,2.280000
solitary,-1.733200,-2.000000
somber,-2.480000,-2.280000
sombre,-2.480000,-2.280000
song,3.320000,4.000000
songs,3.120000,2.000000
soothing,-2.400000,-2.400000
soreness,-4.000000,2.285600
sorrow,-3.200000,-0.920000
sorrowful,-3.333200,-0.800000
sorrowfulness,-3.333200,-0.800000
sorry,-2.480000,-2.280000
sparkling,4.000000,3.000000
spectacular,3.320000,3.200000
spite,-3.320000,2.400000
splendid,3.600000,2.680000
spree,3.360000,2.240000
spring,3.200000,3.120000
squirm,-2.680000,4.000000
stabilise,1.333200,-0.800000
stability,2.560000,-2.800000
stabilize,1.333200,-0.800000
stable,2.666800,-2.400000
stars,2.280000,1.320000
startled,-3.440000,2.680000
steady,1.333200,-0.800000
steals,-4.000000,2.480000
stimulation,2.920000,4.000000
stomp,-2.680000,2.520000
stomping,-2.840000,3.320000
stormless,0.000000,-2.680000
strain,-2.800000,0.000000
strained,-2.800000,0.000000
strangle,-3.200000,3.520000
stress,-3.120000,2.280000
stressed,-3.560000,2.280000
stresses,-3.120000,3.440000
strive,-2.680000,2.280000
strived,-2.680000,2.280000
striving,-2.680000,2.280000
struggle,-2.680000,2.280000
struggled,-2.680000,2.280000
struggling,-2.680000,2.280000
succeeded,3.080000,0.560000
success,3.280000,1.120000
successful,3.440000,0.800000
successfully,3.280000,1.320000
suffer,-2.500000,-0.666800
suffered,-4.000000,1.000000
suffering,-2.857200,0.000000
suffocate,-3.440000,1.040000
suicidal,-1.720000,0.000000
suicide,-3.120000,2.280000
sun,1.320000,-1.160000
sunday,2.000000,-2.680000
sunglasses,1.600000,-2.520000
sunlight,2.000000,-2.680000
sunny,2.640000,-1.000000
sunrise,3.520000,0.000000
sunset,2.840000,0.000000
superb,2.280000,-3.200000
supper,2.400000,-4.000000
surgery,-2.120000,1.360000
surprising,3.000000,2.640000
suspicion,-2.680000,0.640000
tame,0.000000,-2.680000
team,4.000000,2.000000
temper,-4.000000,3.560000
temperate,0.000000,-2.680000
tender,0.500000,-3.333200
tenderness,0.500000,-3.333200
tense,-2.800000,0.000000
terrible,-4.000000,0.640000
infernal,-3.111200,1.333200
hellish,-3.111200,1.333200
abominable,-3.111200,1.333200
atrocious,-3.111200,1.333200
barbarous,-3.111200,1.333200
cruel,-3.000000,-1.818000
damned,-4.000000,0.640000
demonic,-3.111200,1.333200
diabolical,-4.000000,0.640000
monstrous,-2.545600,0.363600
satanic,-3.111200,1.333200
devilish,-3.111200,1.333200
damnable,-3.111200,1.333200
nefarious,-3.111200,1.333200
terribly,-4.000000,0.800000
terrified,-3.280000,2.880000
terror,-3.000000,2.320000
terrorism,-3.320000,2.280000
terrorist,-3.320000,2.280000
the_mopes,-1.800000,-2.000000
thief,-2.880000,1.880000
threat,-2.800000,1.000000
threaten,-3.000000,1.333200
threatened,-3.000000,0.666800
threatening,-2.560000,2.240000
threats,-3.200000,1.000000
thrill,3.040000,3.040000
thrilled,4.000000,3.000000
tickle,2.440000,2.240000
tickling,3.520000,1.240000
tingling,3.520000,1.240000
tired,-3.600000,-4.000000
titillate,2.440000,2.240000
titillating,3.520000,1.240000
titillation,2.520000,2.680000
tornado,-2.440000,1.840000
torture,-3.440000,1.120000
touching,2.800000,2.520000
toxic,-2.880000,1.400000
toys,4.000000,3.000000
tragedy,-3.200000,1.240000
tragic,-4.000000,-1.500000
tranquil,0.000000,-2.680000
tranquilize,0.000000,-2.680000
tranquilizer,-2.400000,-2.400000
tranquillise,0.000000,-2.680000
tranquillity,0.000000,-2.680000
tranquillize,0.000000,-2.680000
trauma,-2.880000,1.320000
travel,2.280000,4.000000
travelled,2.680000,3.200000
travelling,2.400000,3.120000
treasure,3.280000,1.760000
treat,2.000000,3.000000
tree,1.320000,-1.560000
trees,2.280000,-1.360000
trepidation,-2.680000,0.640000
trite,-2.480000,-2.280000
triumph,2.680000,2.520000
triumphal,3.520000,1.240000
triumphant,3.520000,1.240000
trouble,-2.000000,0.000000
troubled,-2.666800,-1.600000
troubles,-4.000000,1.714400
tumor,-2.640000,1.520000
ulcer,-3.200000,1.120000
unagitated,0.000000,-2.680000
unanswered,-2.840000,-3.320000
uncertain,-2.666800,-1.600000
uncertainty,-2.857200,-1.333200
uncomfortable,-4.000000,-1.714400
unconscious,-2.500000,-4.000000
unconsciously,-2.000000,-3.200000
undisturbed,0.000000,-2.680000
unease,-4.000000,0.800000
uneasiness,-4.000000,0.800000
unexcitable,0.000000,-2.680000
unexcited,0.000000,-2.680000
unfairness,-2.000000,-1.333200
unfaithful,-2.960000,1.200000
unfamiliar,-0.800000,-1.000000
unfortunate,-3.000000,-2.560000
unfortunately,-2.680000,-3.200000
unhappiness,-2.480000,-2.280000
unhappy,-2.666800,-1.600000
universe,2.280000,-2.400000
unperturbed,0.000000,-2.680000
unruffled,0.000000,-2.680000
untroubled,2.640000,-1.120000
upbeat,4.000000,3.000000
upset,-2.680000,2.400000
upsetting,-1.800000,-2.000000
valley,3.200000,-3.000000
values,2.280000,-2.680000
vandal,-2.280000,1.400000
vellicate,2.440000,2.240000
vengeance,-4.000000,3.000000
venom,-2.320000,1.080000
victim,-2.800000,1.080000
victims,-4.000000,0.000000
victorious,2.840000,3.320000
victory,2.680000,2.400000
vigorous,2.000000,3.640000
violation,-4.000000,2.840000
sodomize,-4.000000,2.840000
violence,-4.000000,4.000000
violent,-4.000000,2.680000
violently,-4.000000,4.000000
virtue,2.400000,-2.680000
voltage,-3.200000,3.120000
vomit,-4.000000,3.000000
war,-4.000000,2.800000
warm,2.640000,-1.600000
warmheartedness,1.714400,-2.000000
warmheartedness,0.500000,-3.333200
warmness,0.500000,-3.333200
warmth,0.500000,-3.333200
wars,-3.000000,3.440000
water,2.000000,-1.160000
watermelon,2.640000,-2.400000
waveless,0.000000,-2.680000
weapon,-4.000000,1.000000
weapons,-4.000000,4.000000
weary,-1.200000,-1.200000
wedding,4.000000,0.880000
weddings,4.000000,0.880000
well,2.400000,-3.000000
well-being,4.000000,3.200000
whip,-3.560000,2.520000
whipped,-3.320000,2.400000
whispering,0.000000,-2.680000
wicked,-2.040000,1.080000
wife,2.840000,-0.680000
win,4.000000,2.240000
windless,0.000000,-2.680000
winnin',4.000000,2.000000
winning,4.000000,2.000000
wise,2.520000,-1.080000
wistful,-2.480000,-2.280000
wonder,0.680000,0.000000
wonderful,3.440000,1.320000
wonderfully,3.320000,1.440000
woods,4.000000,-3.200000
wore,-2.480000,-2.840000
workaholic,-4.000000,3.000000
world,1.120000,-2.160000
worlds,-1.142800,0.000000
worried,-3.000000,0.000000
worries,-3.555600,-2.000000
worry,-3.428400,0.666800
worship,4.000000,2.560000
wrestle,-2.680000,2.280000
wrestled,-2.680000,2.280000
wrestling,-2.680000,2.280000
wretched,-4.000000,-1.500000
xmas,2.640000,1.320000
zapped,-3.000000,2.280000
